id,url,creation
5001,http://www.site.org/webpage5001.html,2006-02-04
5002,http://www.site.org/webpage5002.html,2016-11-05
5003,http://www.site.org/webpage5003.html,1999-06-02
5004,http://www.site.org/webpage5004.html,1994-02-12
5005,http://www.site.org/webpage5005.html,2017-06-07
5006,http://www.site.org/webpage5006.html,1992-08-31
5007,http://www.site.org/webpage5007.html,2014-11-29
5008,http://www.site.org/webpage5008.html,2013-03-26
5009,http://www.site.org/webpage5009.html,2006-10-27
5010,http://www.site.org/webpage5010.html,2006-10-11
5011,http://www.site.org/webpage5011.html,2017-02-05
5012,http://www.site.org/webpage5012.html,2017-12-11
5013,http://www.site.org/webpage5013.html,1994-03-06
5014,http://www.site.org/webpage5014.html,2013-03-01
5015,http://www.site.org/webpage5015.html,1999-11-16
5016,http://www.site.org/webpage5016.html,2002-12-19
5017,http://www.site.org/webpage5017.html,1996-06-07
5018,http://www.site.org/webpage5018.html,2010-09-28
5019,http://www.site.org/webpage5019.html,1991-06-25
5020,http://www.site.org/webpage5020.html,2015-04-26
5021,http://www.site.org/webpage5021.html,2020-07-21
5022,http://www.site.org/webpage5022.html,1999-06-26
5023,http://www.site.org/webpage5023.html,2000-05-03
5024,http://www.site.org/webpage5024.html,2016-09-13
5025,http://www.site.org/webpage5025.html,1999-08-14
5026,http://www.site.org/webpage5026.html,2018-11-15
5027,http://www.site.org/webpage5027.html,1991-06-22
5028,http://www.site.org/webpage5028.html,1991-12-23
5029,http://www.site.org/webpage5029.html,2001-09-28
5030,http://www.site.org/webpage5030.html,1998-11-11
5031,http://www.site.org/webpage5031.html,2008-03-11
5032,http://www.site.org/webpage5032.html,2021-08-22
5033,http://www.site.org/webpage5033.html,2014-05-12
5034,http://www.site.org/webpage5034.html,2006-08-24
5035,http://www.site.org/webpage5035.html,2016-10-27
5036,http://www.site.org/webpage5036.html,1991-09-04
5037,http://www.site.org/webpage5037.html,2007-04-22
5038,http://www.site.org/webpage5038.html,1993-06-16
5039,http://www.site.org/webpage5039.html,1990-07-27
5040,http://www.site.org/webpage5040.html,2009-03-06
5041,http://www.site.org/webpage5041.html,1999-05-29
5042,http://www.site.org/webpage5042.html,1992-02-17
5043,http://www.site.org/webpage5043.html,1991-01-31
5044,http://www.site.org/webpage5044.html,1997-05-06
5045,http://www.site.org/webpage5045.html,2001-02-20
5046,http://www.site.org/webpage5046.html,1998-11-19
5047,http://www.site.org/webpage5047.html,2012-12-02
5048,http://www.site.org/webpage5048.html,2015-11-15
5049,http://www.site.org/webpage5049.html,1993-02-17
5050,http://www.site.org/webpage5050.html,2020-01-23
5051,http://www.site.org/webpage5051.html,2003-12-15
5052,http://www.site.org/webpage5052.html,2001-08-14
5053,http://www.site.org/webpage5053.html,2016-05-31
5054,http://www.site.org/webpage5054.html,1999-02-15
5055,http://www.site.org/webpage5055.html,1998-06-01
5056,http://www.site.org/webpage5056.html,2014-08-17
5057,http://www.site.org/webpage5057.html,2006-08-10
5058,http://www.site.org/webpage5058.html,2012-03-23
5059,http://www.site.org/webpage5059.html,2002-08-09
5060,http://www.site.org/webpage5060.html,2002-03-15
5061,http://www.site.org/webpage5061.html,2007-04-27
5062,http://www.site.org/webpage5062.html,1997-04-12
5063,http://www.site.org/webpage5063.html,2020-04-06
5064,http://www.site.org/webpage5064.html,1994-05-01
5065,http://www.site.org/webpage5065.html,2011-02-23
5066,http://www.site.org/webpage5066.html,2008-11-29
5067,http://www.site.org/webpage5067.html,2020-01-21
5068,http://www.site.org/webpage5068.html,2006-08-08
5069,http://www.site.org/webpage5069.html,1990-03-17
5070,http://www.site.org/webpage5070.html,2001-07-05
5071,http://www.site.org/webpage5071.html,2019-12-19
5072,http://www.site.org/webpage5072.html,1992-08-31
5073,http://www.site.org/webpage5073.html,2007-09-18
5074,http://www.site.org/webpage5074.html,1990-11-21
5075,http://www.site.org/webpage5075.html,1990-12-13
5076,http://www.site.org/webpage5076.html,2007-07-06
5077,http://www.site.org/webpage5077.html,2001-11-30
5078,http://www.site.org/webpage5078.html,2000-04-25
5079,http://www.site.org/webpage5079.html,2001-08-03
5080,http://www.site.org/webpage5080.html,2011-03-22
5081,http://www.site.org/webpage5081.html,2005-06-06
5082,http://www.site.org/webpage5082.html,1997-11-26
